timestep,I0,A11,B11,D11,L,f,b,h,S,lambda,KXL,KYL,KZL,KXR,KYR,KZR,load,disp_0,disp_1,disp_2,disp_3,disp_4,disp_5,disp_6,disp_7,disp_8,disp_9,disp_10,disp_11,disp_12,disp_13,disp_14,disp_15,disp_16,disp_17,disp_18,disp_19,disp_20,disp_21,disp_22,disp_23,disp_24,disp_25,disp_26,disp_27,disp_28,disp_29,disp_30,disp_31,disp_32,disp_33,disp_34,disp_35,disp_36,disp_37,disp_38,disp_39,disp_40,disp_41
10,4.3380518e-07,0.023167754,8.747775e-09,1.7806027e-10,1.8936287e-06,8.165283e-12,9.6432814e-08,3.2582467e-10,8.9405097e-07,1.843262e-05,0.00072787196,1.2039243e-05,0.0013999109,6.839545e-06,8.765686e-07,5.081962e-05,0.30139208,3.1692238e-05,1.6159072e-08,4.0429238e-09,0.00015971716,0.08874223,4.423506e-09,3.8568793e-08,2.9445916e-06,5.574092e-09,9.2581973e-07,2.8267795e-08,5.460304e-07,0.023196856,1.0258852e-07,1.2415623e-10,5.0279407e-09,3.5491905e-08,0.29575247,1.2598649e-09,0.00952918,3.3292253e-09,5.9068133e-09,9.533867e-05,6.3834165e-08,9.281419e-07,1.0832591e-11,0.00048754402,1.812674e-05,0.0032441486,5.8048748e-08,2.1700564e-06,1.0651844e-07,6.8679046e-06,0.022660961,0.20570816,1.6040586e-08,0.019641597,8.750452e-09,0.00393015,4.6850075e-09,1.1541337e-07,6.7920887e-06
11,4.2990226e-07,0.024063844,8.608347e-09,1.7369294e-10,1.3790025e-06,7.336293e-12,9.0310735e-08,3.177808e-10,7.6737433e-07,2.1922724e-05,0.00072757475,1.4343978e-05,0.0012355775,5.994396e-06,6.8227075e-07,6.250422e-05,0.32251394,3.3406108e-05,1.8111363e-08,4.0061074e-09,0.00015989917,0.08447361,5.8812755e-09,2.5402331e-08,2.9158095e-06,5.7420335e-09,1.1751702e-06,2.8183411e-08,6.6666763e-07,0.022035204,9.2341274e-08,1.3173838e-10,4.2313415e-09,4.08929e-08,0.28647724,1.893981e-09,0.009584826,3.2702796e-09,7.647604e-09,0.00010043743,1.5068436e-07,2.0800621e-06,9.73816e-12,0.0004110986,2.1799437e-05,0.0027432363,6.419568e-08,2.1904693e-06,1.1474838e-07,5.5893456e-06,0.022148663,0.1969016,1.5635274e-08,0.021944743,7.7621864e-09,0.004293891,6.581893e-09,9.0377355e-08,5.977297e-06
12,4.582262e-07,0.025053678,8.332956e-09,1.747273e-10,1.1621677e-06,6.8984896e-12,8.3397246e-08,3.08964e-10,6.5707985e-07,2.4673787e-05,0.0007077336,1.6393109e-05,0.0010863686,5.306016e-06,5.3784737e-07,7.6253935e-05,0.3359586,3.5818335e-05,2.728272e-08,3.774922e-09,0.00017429831,0.08155726,7.1815576e-09,4.518683e-08,2.7597068e-06,5.995302e-09,1.4690618e-06,3.1722966e-08,9.1012447e-07,0.021930462,7.954112e-08,1.7222024e-10,3.791897e-09,4.6739796e-08,0.28346482,2.4355493e-09,0.010240546,3.1510135e-09,1.0085926e-08,9.789556e-05,4.1106497e-07,2.367667e-06,9.055207e-12,0.00039098333,2.6729216e-05,0.002346637,6.831131e-08,2.3219864e-06,1.2179981e-07,4.818938e-06,0.021702182,0.1856564,1.384564e-08,0.024742216,6.8355117e-09,0.0046806894,8.152919e-09,5.3760314e-08,5.619354e-06
13,5.336344e-07,0.026140256,8.496972e-09,1.9691693e-10,1.040181e-06,7.350287e-12,7.999126e-08,3.2819514e-10,5.6672326e-07,2.7870223e-05,0.0006738509,2.2744302e-05,0.0009715829,4.7782146e-06,4.3806008e-07,9.6721174e-05,0.3449444,4.113173e-05,7.1952165e-08,3.5230143e-09,0.00020018042,0.080817394,7.520521e-09,7.130668e-08,2.5421577e-06,7.469653e-09,1.8811188e-06,3.737639e-08,1.2472068e-06,0.021218918,7.0228715e-08,1.702333e-10,3.8536054e-09,6.0596946e-08,0.28089103,2.882779e-09,0.011098683,2.9827854e-09,1.5112292e-08,9.655104e-05,6.1596467e-07,1.0982608e-06,8.921788e-12,0.0004024469,3.6161393e-05,0.0024521125,7.100422e-08,3.300279e-06,1.429458e-07,5.122686e-06,0.020602867,0.17642248,1.181277e-08,0.02790287,5.9880345e-09,0.004910073,9.227225e-09,2.9954332e-08,5.7237544e-06
14,6.2286006e-07,0.027235115,8.5849114e-09,2.1986482e-10,9.394591e-07,6.9797605e-12,9.746682e-08,3.2667136e-10,4.9348785e-07,3.2907195e-05,0.0006416585,2.7506594e-05,0.00092513824,4.3471714e-06,3.688881e-07,0.00012538083,0.35119987,4.7546102e-05,1.0776086e-07,3.3458776e-09,0.00022724087,0.08098824,7.365305e-09,7.2563196e-08,2.3083865e-06,8.130284e-09,4.1069416e-06,4.2074433e-08,1.9151282e-06,0.020248972,6.286225e-08,1.5153725e-09,4.087631e-09,7.818362e-08,0.28152046,3.3215422e-09,0.012207469,2.8693734e-09,2.4927239e-08,9.479556e-05,7.4168537e-07,7.553543e-07,8.62449e-12,0.0003946167,5.5909266e-05,0.002192094,7.3142e-08,5.067942e-06,1.8768998e-07,6.769318e-06,0.020642256,0.1662922,9.952135e-09,0.02956567,5.228275e-09,0.0052999696,9.784376e-09,1.72278e-08,5.7563966e-06
15,6.5508215e-07,0.028382393,8.579678e-09,2.149976e-10,8.523979e-07,6.3246925e-12,1.2547562e-07,3.0877892e-10,4.307337e-07,3.7296075e-05,0.00061481504,2.9593859e-05,0.00089196954,3.97012e-06,3.1721953e-07,0.0001597813,0.35471317,5.3390613e-05,9.899597e-08,3.163835e-09,0.00024622164,0.07710389,7.290757e-09,6.097684e-08,2.0835348e-06,7.872542e-09,6.1605965e-06,4.685158e-08,3.003724e-06,0.020464713,5.6413633e-08,9.197344e-09,4.2078723e-09,8.989139e-08,0.28653017,3.777838e-09,0.01356849,2.717056e-09,3.9491997e-08,9.401178e-05,9.455959e-07,3.9677428e-07,8.212251e-12,0.00039000643,7.331751e-05,0.0017568917,7.467294e-08,4.7166745e-06,2.247336e-07,7.699063e-06,0.0195156,0.15914008,8.384195e-09,0.030302748,4.5498285e-09,0.0058937487,1.0326977e-08,1.0441942e-08,5.626276e-06
16,6.5087124e-07,0.029303623,8.729897e-09,2.0702927e-10,7.7518024e-07,5.731409e-12,1.6853237e-07,2.9123676e-10,3.7607873e-07,4.0308176e-05,0.0005930719,3.065692e-05,0.0008619324,3.6153538e-06,2.781595e-07,0.00019815342,0.3574527,5.9628943e-05,8.405468e-08,2.9845766e-09,0.00026224565,0.073039144,7.106917e-09,5.72365e-08,1.8803848e-06,7.5210025e-09,6.6078815e-06,5.1107737e-08,4.8565844e-06,0.02043619,5.112566e-08,1.917744e-08,4.1036357e-09,8.7792685e-08,0.28820968,4.1365964e-09,0.014778315,2.5666742e-09,6.369101e-08,9.254021e-05,1.1707891e-06,4.369118e-07,7.802476e-12,0.00036791046,8.865323e-05,0.0013614885,7.55646e-08,3.6735678e-06,2.2767932e-07,7.701317e-06,0.017920913,0.15693036,7.103129e-09,0.031382054,3.9466523e-09,0.006551999,1.160789e-08,6.5998997e-09,5.4296274e-06
17,6.349758e-07,0.030362153,9.043099e-09,2.1272147e-10,7.0746074e-07,5.2408104e-12,2.2346448e-07,2.749259e-10,3.2877435e-07,4.4410794e-05,0.00057434326,3.1079573e-05,0.00083467335,3.2768419e-06,2.48304e-07,0.00023944695,0.35855785,6.764303e-05,7.547918e-08,2.887177e-09,0.00027362522,0.07173957,7.181931e-09,5.662852e-08,1.7049193e-06,7.0606823e-09,6.8439663e-06,5.466519e-08,8.185492e-06,0.020067273,4.7083773e-08,3.5778335e-08,3.9288546e-09,8.350742e-08,0.2924621,4.4837556e-09,0.016088884,2.4394105e-09,1.07549404e-07,9.151401e-05,1.3294573e-06,5.437373e-07,7.387844e-12,0.0003224909,0.00010467235,0.0010333365,7.614542e-08,2.6510318e-06,1.9646878e-07,7.363648e-06,0.015690196,0.1520226,6.0668204e-09,0.032147635,3.4148788e-09,0.007204204,1.4784265e-08,4.3686335e-09,5.356698e-06
18,6.2172427e-07,0.03130337,9.750596e-09,2.4916913e-10,6.5024096e-07,5.334437e-12,2.6918033e-07,2.7394667e-10,2.8799096e-07,5.0981995e-05,0.00055700267,3.247291e-05,0.00080896437,2.9682772e-06,2.2520825e-07,0.00028324485,0.35936633,7.9310594e-05,7.6460815e-08,2.883044e-09,0.00028245052,0.07203909,8.112006e-09,6.401262e-08,1.552523e-06,7.056233e-09,7.123883e-06,5.76129e-08,1.3895354e-05,0.020017449,4.3532047e-08,5.255544e-08,3.857111e-09,9.860582e-08,0.2949397,4.866473e-09,0.017520059,2.3250684e-09,1.8093e-07,9.1293274e-05,1.5633157e-06,6.935184e-07,7.1881706e-12,0.00030212014,0.00011807139,0.000892649,7.652777e-08,1.9326676e-06,2.0251657e-07,6.9350353e-06,0.012880888,0.14764889,5.225938e-09,0.0330543,2.9473117e-09,0.0076861125,2.3273314e-08,2.9434124e-09,5.652945e-06
19,5.8920347e-07,0.032179724,1.0374361e-08,3.8165843e-10,5.997888e-07,5.336137e-12,3.112707e-07,2.7252905e-10,2.5275867e-07,5.819573e-05,0.00053966953,3.3148288e-05,0.0007851036,2.687303e-06,2.0668989e-07,0.00032896962,0.35882443,9.440224e-05,7.7669924e-08,3.9286685e-09,0.00028454556,0.07195204,9.411381e-09,6.280221e-08,1.4078086e-06,6.8677024e-09,7.5071034e-06,5.991678e-08,2.2502922e-05,0.020375872,4.0288807e-08,5.5607813e-08,3.751147e-09,1.1447202e-07,0.30000186,5.3327462e-09,0.019026695,2.2286755e-09,2.4058372e-07,9.155615e-05,1.8323382e-06,7.78894e-07,6.951257e-12,0.000302341,0.00012833645,0.0007275618,7.582487e-08,1.6304103e-06,2.2869717e-07,6.521764e-06,0.010700094,0.141651,4.5176485e-09,0.033811778,2.5326048e-09,0.008048796,4.18297e-08,2.033932e-09,6.1286764e-06
20,5.414504e-07,0.0328359,1.0672324e-08,7.7783613e-10,5.529119e-07,5.042278e-12,3.4772054e-07,2.6516364e-10,2.2220466e-07,6.272585e-05,0.00052194373,3.2943626e-05,0.00076534593,2.4336005e-06,1.9155206e-07,0.00037577824,0.358672,0.0001114115,7.183129e-08,4.617215e-09,0.00027639614,0.06959935,1.06320694e-08,4.8699263e-08,1.2676312e-06,6.2195165e-09,8.008913e-06,6.382904e-08,3.295803e-05,0.02059485,3.7552514e-08,5.7842367e-08,3.530538e-09,1.12016245e-07,0.30532455,5.8695404e-09,0.020510187,2.1442625e-09,2.2281046e-07,9.206788e-05,1.9502943e-06,8.0310633e-07,6.573449e-12,0.00029641239,0.00013562768,0.0005311025,7.3710794e-08,1.4991008e-06,2.0446522e-07,6.1394685e-06,0.00928576,0.13724187,3.918758e-09,0.034313556,2.1655464e-09,0.008355651,7.00041e-08,1.4521784e-09,6.5815952e-06
21,5.018039e-07,0.033413235,1.0858554e-08,1.5122733e-09,5.15333e-07,4.712752e-12,3.7448487e-07,2.5829008e-10,1.95732e-07,6.555935e-05,0.00050425995,3.2834065e-05,0.00074861787,2.214033e-06,1.7795944e-07,0.00042260767,0.35815394,0.00012796445,6.5356886e-08,4.8686903e-09,0.00026796642,0.06795546,1.1928903e-08,3.19484e-08,1.136511e-06,5.468696e-09,8.706747e-06,6.977634e-08,4.2325843e-05,0.020453414,3.5064314e-08,5.9515884e-08,3.270615e-09,7.2480695e-08,0.3102157,6.3647674e-09,0.02204359,2.0693007e-09,2.5006074e-07,9.270697e-05,1.990894e-06,8.2913726e-07,6.224269e-12,0.00028636353,0.00013991517,0.0003732271,7.0647154e-08,1.4045526e-06,1.3773015e-07,5.767035e-06,0.008680651,0.1321645,3.4167826e-09,0.035149153,1.8444454e-09,0.008634181,1.04628676e-07,1.0784952e-09,7.0710385e-06
22,4.7477525e-07,0.0339407,1.1092939e-08,2.14038e-09,5.588434e-07,4.412239e-12,3.9140167e-07,2.5369903e-10,1.7308021e-07,6.7150635e-05,0.00048707172,3.3016924e-05,0.0007326528,2.0552118e-06,1.651719e-07,0.00046741075,0.35683286,0.00014166058,5.972641e-08,4.8588764e-09,0.000263027,0.06705161,1.3965659e-08,1.928253e-08,1.0176759e-06,4.7839896e-09,9.606274e-06,7.475209e-08,4.8547277e-05,0.02002001,3.2484024e-08,6.162644e-08,2.9836176e-09,4.637823e-08,0.31408742,6.8274812e-09,0.023479896,1.989794e-09,3.337815e-07,9.33337e-05,2.0067741e-06,8.829262e-07,5.9092765e-12,0.00028147065,0.0001413452,0.0002624061,6.718265e-08,1.2957715e-06,7.344265e-08,5.3889307e-06,0.008631254,0.12761283,2.996509e-09,0.036442686,1.5663439e-09,0.008849145,1.3926007e-07,8.618588e-10,7.4908517e-06
23,4.5730633e-07,0.03445961,1.0282697e-08,2.3299265e-09,5.0493605e-07,3.9418937e-12,4.011271e-07,2.4203994e-10,1.5433321e-07,5.437505e-05,0.0004731244,3.221416e-05,0.00071773486,1.8951968e-06,1.5299898e-07,0.0005110252,0.35749027,0.00015081954,2.883716e-08,4.7428617e-09,0.00023164465,0.07502248,1.6283634e-08,1.1823497e-08,9.088402e-07,4.1760613e-09,9.6841495e-06,7.5047424e-08,5.5326203e-05,0.019678397,3.0119605e-08,6.227907e-08,2.570351e-09,3.931533e-08,0.30800918,7.267551e-09,0.02474951,1.8718571e-09,4.1354318e-07,9.2871756e-05,1.603986e-06,9.3145155e-07,5.622828e-12,0.0002783401,0.0001386072,0.0001844351,6.352243e-08,1.1499704e-06,3.6239555e-08,4.8738066e-06,0.007976878,0.12315718,2.6391886e-09,0.03770224,1.3284424e-09,0.008802166,1.7376921e-07,7.867339e-10,7.825744e-06
24,4.4632193e-07,0.03514583,9.865343e-09,2.2307443e-09,4.016447e-07,3.6100888e-12,4.062579e-07,2.3775304e-10,1.3816657e-07,4.6451514e-05,0.00046713208,3.1196316e-05,0.0007051127,1.6381705e-06,1.4217515e-07,0.00055308413,0.36130413,0.00015787358,1.234212e-08,5.4820837e-09,0.00020702968,0.0841175,1.7945531e-08,8.0053395e-09,8.1127416e-07,3.6120462e-09,8.633543e-06,7.5342605e-08,6.078462e-05,0.019298954,2.7971119e-08,6.366767e-08,2.324734e-09,3.1534178e-08,0.29974005,7.883421e-09,0.025741288,1.8008521e-09,3.4423934e-07,9.3680304e-05,1.3835271e-06,9.67507e-07,5.4079775e-12,0.0002759268,0.00013394777,0.00013287687,6.0010755e-08,9.939804e-07,2.1289745e-08,4.3185846e-06,0.0071515744,0.11705705,2.3319442e-09,0.039397318,1.1252511e-09,0.008151805,1.9155421e-07,7.8585816e-10,8.137709e-06
25,4.3815317e-07,0.036056187,1.0252111e-08,2.033383e-09,3.7657503e-07,3.4346818e-12,4.0881832e-07,2.419059e-10,1.2404398e-07,4.677132e-05,0.00046814472,3.1142812e-05,0.00069445325,1.49325e-06,1.3222898e-07,0.00059348985,0.36071163,0.00016418789,1.2120934e-08,7.706994e-09,0.0001779578,0.09682526,1.8551946e-08,6.012093e-09,7.242072e-07,3.082731e-09,8.304692e-06,7.881684e-08,5.5292425e-05,0.018615643,2.6005306e-08,6.1452155e-08,2.2144602e-09,1.6383924e-08,0.29335982,8.4363965e-09,0.026679661,1.7437884e-09,1.9311305e-07,9.3787516e-05,1.4202443e-06,1.013053e-06,5.2137817e-12,0.00027528522,0.00012810882,0.00010124844,5.6697296e-08,8.543956e-07,1.650328e-08,3.8705393e-06,0.0063883043,0.11082115,2.0637791e-09,0.04082216,9.52879e-10,0.006861919,2.1372459e-07,7.673532e-10,8.4498515e-06
26,4.2770068e-07,0.03653446,1.0571392e-08,1.7783166e-09,3.8210052e-07,3.2380149e-12,4.1023904e-07,2.4391836e-10,1.11678396e-07,4.716747e-05,0.00046260603,3.2140226e-05,0.0006874239,1.3691072e-06,1.2291859e-07,0.0006323991,0.36078846,0.00016892534,1.21825e-08,1.5106417e-08,0.00017357201,0.0978466,1.91468e-08,4.806669e-09,6.465439e-07,2.6081877e-09,9.052749e-06,8.028126e-08,4.5040808e-05,0.018040175,2.4238151e-08,5.8576298e-08,2.123899e-09,7.179872e-09,0.2955973,8.9660395e-09,0.027323723,1.6913089e-09,1.1207695e-07,9.4184186e-05,1.4382272e-06,9.5015525e-07,4.9482753e-12,0.00027411515,0.00012536439,8.028393e-05,5.335018e-08,7.318187e-07,1.4957719e-08,3.5684823e-06,0.006665269,0.106329896,1.8262977e-09,0.04216255,8.064923e-10,0.0058594933,3.535284e-07,6.9129763e-10,8.722947e-06
27,3.8571312e-07,0.03699587,1.0829197e-08,1.5072318e-09,4.524469e-07,3.0487347e-12,3.9622395e-07,2.4429356e-10,9.992668e-08,4.5495697e-05,0.000446601,3.2517182e-05,0.00068406115,1.26577e-06,1.1402123e-07,0.00066996034,0.3600863,0.00016970173,1.2273728e-08,2.896345e-08,0.0001677033,0.10094886,2.0975245e-08,3.989538e-09,5.7848405e-07,2.2300368e-09,1.01893365e-05,7.756476e-08,3.0892097e-05,0.017922165,2.2510754e-08,5.780351e-08,2.0547697e-09,5.4097624e-09,0.2952059,9.388757e-09,0.027729962,1.6461588e-09,8.4110034e-08,9.296714e-05,1.4323465e-06,7.053215e-07,4.6701306e-12,0.00027255673,0.00011862471,6.629523e-05,4.9952728e-08,6.291554e-07,1.4204002e-08,3.2663636e-06,0.0069476673,0.10258392,1.612789e-09,0.04353256,6.8210415e-10,0.005219568,9.873816e-07,5.781729e-10,8.965016e-06
