lambda,q_cr,P_cr_N,N_p,q_cr_over_Np
684.8484848484849,71.18258666992188,167450.156167361,6105.164318630605,0.011659405538471765
701.010101010101,71.66598510742188,157193.84482690744,5692.56538422602,0.01258940043201029
717.1717171717172,72.2778549194336,148057.72836356354,5316.323411265859,0.013595458614551002
733.3333333333334,72.99856567382812,139863.80456822363,4972.520438110315,0.014680395301013473
749.4949494949495,73.80521392822266,132457.392206744,4657.734433917652,0.015845732506939988
765.6565656565657,74.64422607421875,125657.806860375,4368.967580147307,0.017085094980654903
781.8181818181819,75.44012451171875,119283.50378100322,4103.586164488261,0.01838395040039973
797.979797979798,76.14205169677734,113225.48093060464,3859.270014034539,0.01972965131226392
814.1414141414142,76.88367462158203,107653.92773086518,3633.9697977566716,0.02115693825222323
830.3030303030304,78.64762115478516,103817.60634660142,3425.8708469273347,0.022956972013502566
846.4646464646465,80.49797058105469,100289.10339191396,3233.362395157906,0.024896055790592397
862.6262626262627,79.7029800415039,93821.38085138968,3055.0113415588016,0.02608925831379596
878.7878787878789,78.87158966064453,87813.98971702665,2889.5398023237176,0.027295553983100483
894.949494949495,78.6363754272461,82894.01869373498,2735.8058462789813,0.028743404994985605
911.1111111111112,78.49950408935547,78423.8526184289,2592.7869152271483,0.030276110862923845
927.2727272727274,77.82601928710938,73756.04942569179,2459.5655153746925,0.03164218184090668
943.4343434343436,76.59198760986328,68919.73265669194,2335.316835771483,0.03279725750127638
959.5959595959596,75.48661041259766,64550.55515439689,2219.2980066477044,0.03401373325550891
975.7575757575758,75.08251190185547,61067.23933457686,2110.838757289324,0.035569989248384934
991.919191919192,74.86038970947266,57958.68097345543,2009.333271608046,0.037256333116687385
1008.080808080808,74.54688262939453,54984.30451129704,1914.2330713949536,0.03894347231973701
1024.2424242424242,74.20185852050781,52179.725615445874,1825.0407836438417,0.040657644029388644
1040.4040404040404,73.8826904296875,49571.48174847035,1741.304670287799,0.04242950225216839
1056.5656565656566,73.59761810302734,47148.68434216087,1662.6138170129038,0.04426621344652048
1072.7272727272727,73.33023071289062,44885.94511447206,1588.593893143741,0.04616046368387712
1088.888888888889,73.06409454345703,42761.07325631952,1518.9034074609247,0.04810318693378577
1105.050505050505,72.79618835449219,40762.19356584727,1453.2303956373557,0.05009266842548069
1121.2121212121212,72.53240966796875,38883.38293199489,1391.2894841149225,0.05213322640335393
1137.3737373737374,72.27405548095703,37116.594834678246,1332.8192829711418,0.054226447954626354
1153.5353535353536,72.03374481201172,35459.985542607006,1277.5800668789616,0.05638295922069691
1169.6969696969695,71.80583953857422,33902.75248667421,1225.3517088345734,0.058600187212264496
1185.858585858586,71.58972930908203,32437.494570018,1175.9318360759878,0.060879148869693464
1202.020202020202,71.38495635986328,31057.513817554274,1129.134181670439,0.06322096834785085
1218.1818181818182,71.19047546386719,29756.43117121839,1084.7871087200497,0.06562621816907972
1234.3434343434344,71.00423431396484,28528.011684813453,1042.7322871133465,0.06809440466308932
1250.5050505050506,70.83223724365234,27369.691240816723,1002.8235053104318,0.07063280514323972
1266.6666666666667,70.66764831542969,26274.163765198264,964.9256018552013,0.07323636991241758
1282.828282828283,70.51251220703125,25238.055902600958,928.9135032118386,0.0759085877890946
1298.989898989899,70.36876678466797,24258.162850148816,894.6713561693307,0.07865320187064262
1315.1515151515152,70.2330322265625,23329.70993939835,862.0917444845487,0.08146816470044656
1331.3131313131314,70.10845184326172,22450.44838021296,831.074980672961,0.08435875639823925
1347.4747474747476,69.99688720703125,21617.830701185227,801.5284649332251,0.08732925937054856
1363.6363636363635,69.89398193359375,20827.60587513379,773.3661041302956,0.0903763192623944
1379.79797979798,69.79948425292969,20077.100296296565,746.5077845806126,0.09350134813683554
1395.959595959596,69.71158599853516,19363.404023501847,720.8788930988079,0.0967036025966432
1412.1212121212122,69.62109375,18681.86375511541,696.4098813921349,0.09997143293088587
1428.2828282828284,69.52379608154297,18029.60124328314,673.0358694385022,0.10329879763993116
1444.4444444444446,69.41979217529297,17405.081840117797,650.6962839667557,0.1066853982200391
1460.6060606060607,69.30520629882812,16805.90308171632,629.3345285825358,0.11012458899232144
1476.767676767677,69.18053436279297,16230.902440356798,608.897682457143,0.11361602508260854
1492.929292929293,69.050537109375,15679.948496835905,589.3362248269098,0.1171666261133963
1509.0909090909092,68.91629791259766,15152.036931435205,570.6037828421566,0.1207778496828887
1525.2525252525254,68.77737426757812,14645.885099871935,552.6569005627949,0.12444859405091854
1541.4141414141416,68.63597869873047,14160.84283807833,535.4548271261557,0.12818257530165006
1557.5757575757575,68.49544525146484,13696.495051241698,518.9593223153654,0.13198615441739955
1573.737373737374,68.35658264160156,13251.921536097134,503.1344779366286,0.1358614558118422
1589.89898989899,68.21882629394531,12825.991033108518,487.94655357392713,0.13980798879361223
1606.0606060606062,68.08244323730469,12417.799192549954,473.3638254322236,0.14382688236715027
1622.2222222222224,67.94873809814453,12026.67695862772,459.3564471073765,0.14792159449600853
1638.3838383838386,67.81991577148438,11652.136656037746,445.896321234444,0.15209794865256565
1654.5454545454547,67.69330596923828,11292.884988300157,432.9569810674352,0.1563511132268698
1670.707070707071,67.56781005859375,10947.985171622386,420.5134811342849,0.16067929588449256
1686.868686868687,67.44328308105469,10616.71508785452,408.54229619206313,0.1650827434752273
1703.0303030303032,67.32063293457031,10298.55641872809,397.02122778027774,0.16956431602147826
1719.1919191919194,67.20014190673828,9992.919660332003,385.92931773550276,0.17412551682013958
1735.3535353535356,67.08098602294922,9699.086490545002,375.2467680893169,0.17876499340557273
1751.5151515151515,66.96234130859375,9416.385365109762,364.95486682437434,0.18348115724900788
1767.6767676767677,66.84461975097656,9144.357236299418,355.0359190109995,0.18827565373436375
1783.8383838383838,66.72869110107422,8882.62609586209,345.4731828895807,0.19315157993725343
1800.0,66.61450958251953,8630.711681997427,336.2508105027094,0.19810958814620544
