L,q_cr,P_cr_N,N_p,q_cr_over_Np
1.4595959595959596,84.48493194580078,91030.05022670048,2616.0158818805444,0.03229526721568223
1.4848484848484849,81.40960693359375,84758.29392312905,2527.7923836196137,0.032205812257817296
1.5101010101010102,79.58401489257812,80109.62107663056,2443.957701485944,0.03256358113079881
1.5353535353535352,78.3683090209961,76312.29559648248,2364.2254855278843,0.03314756122066674
1.5606060606060606,76.96793365478516,72542.76046295631,2288.332364245713,0.03363494519300546
1.585858585858586,75.28924560546875,68718.68791934283,2216.035766872336,0.033974742976161584
1.6111111111111112,73.65451049804688,65135.71589345756,2147.111982690273,0.03430399117132203
1.6363636363636362,72.2905044555664,61971.56221258308,2081.3544283507176,0.0347324335878969
1.6616161616161615,71.70581817626953,59616.133938442734,2018.5720981009501,0.035523040392626826
1.6868686868686869,71.65992736816406,57807.5600922432,1958.5881751814775,0.036587542126626106
1.7121212121212122,71.75985717773438,56193.15008813945,1901.2387855182683,0.03774373725400989
1.7373737373737377,71.8651351928711,54651.56099274204,1846.371877286243,0.03892235149210402
1.7626262626262623,71.89234161376953,53116.93226390904,1793.846212022438,0.040077204574140095
1.7878787878787878,72.19377136230469,51843.51211583948,1743.5304547746891,0.04140665920953704
1.8131313131313127,72.71748352050781,50775.142778563495,1695.3023523292418,0.04289351891749483
1.8383838383838385,72.78086853027344,49432.85295294168,1649.0479899056945,0.04413508216606578
1.8636363636363635,71.50304412841797,47257.74652603948,1604.6611178718206,0.044559591637173074
1.8888888888888888,70.3840560913086,45282.69809019338,1562.0425410402422,0.04505898798661164
1.914141414141414,68.7110824584961,43047.66305564119,1521.0995639862224,0.04517198221951397
1.9393939393939397,67.7105941772461,41323.337037314304,1481.745486589524,0.045696507794393854
1.9646464646464643,67.0244140625,39859.79241747436,1443.8991446695766,0.046419041322888197
1.9898989898989896,66.42729949951172,38508.39011595672,1407.4844911653545,0.04719575946766698
2.015151515151515,65.92646789550781,37266.20994820191,1372.4302138211754,0.04803629884535454
2.0404040404040407,65.51838684082031,36124.4858808889,1338.669385786595,0.048942918644787003
2.0656565656565657,65.16698455810547,35057.60301234691,1306.1391459313663,0.04989283474207257
2.090909090909091,64.81330871582031,34030.21710295567,1274.7804060219896,0.0508427242916866
2.116161616161616,64.42543029785156,33024.06202148239,1244.5375822109977,0.05176656070393296
2.141414141414141,64.02245330810547,32048.064659839925,1215.3583485590125,0.05267784055954656
2.166666666666667,63.60377502441406,31100.653712722236,1187.1934105473501,0.05357490570562536
2.191919191919192,63.15491485595703,30173.72335511766,1159.9962967494791,0.054444065927562534
2.217171717171717,62.67612838745117,29266.738714124585,1133.723167016282,0.05528345032623916
2.242424242424242,62.18492126464844,28387.056217973564,1108.3326356958898,0.05610673119410973
2.267676767676768,61.6987419128418,27541.32535953879,1083.7856085562314,0.05692891788352309
2.292929292929293,61.22361755371094,26730.58669758214,1060.0451322097504,0.05775567067232819
2.3181818181818183,60.76647186279297,25956.125174937664,1037.0762549567587,0.058594024858207416
2.3434343434343434,60.32624435424805,25215.72950647196,1014.8458980684496,0.05944374852287095
2.3686868686868685,59.894073486328125,24504.134916528725,993.3227366239695,0.060296690368622376
2.3939393939393936,59.46309280395508,23817.27219390133,972.4770890996144,0.06114600896048879
2.419191919191919,59.030548095703125,23152.985410435485,952.2808149831327,0.06198859324573152
2.4444444444444446,58.60897445678711,22515.13773828912,932.7072197533677,0.06283748341980763
2.4696969696969697,58.21310043334961,21908.075124864805,913.730966625871,0.06370923451167775
2.494949494949495,57.82116317749024,21322.30422247048,895.3279945194355,0.06458098432242763
2.5202020202020203,57.34983825683594,20726.802800516056,877.4754417474022,0.06535777017602866
2.5454545454545454,56.71904754638672,20094.123435954814,860.1515749816741,0.06594075881055632
2.5707070707070705,55.7972526550293,19381.10169218313,843.3357230771262,0.06616256269974992
2.595959595959596,54.66012954711914,18618.540249202186,827.0082153800395,0.06609381688185634
2.621212121212121,53.56301498413086,17894.99199394301,811.1503241766437,0.06603340143949259
2.646464646464646,52.74248123168945,17286.186422562158,795.7442109672548,0.06628069737080353
2.671717171717172,52.15132522583008,16770.855385535837,780.7728762781181,0.06679448891005445
2.696969696969697,51.66495895385742,16304.774018258291,766.2201127472154,0.0674283513240304
2.7222222222222223,51.2430305480957,15872.980591542397,752.070461242199,0.06813594362349679
2.7474747474747474,50.88703155517578,15474.282722718572,738.309169788552,0.06892374311123559
2.7727272727272725,50.612403869628906,15111.705636299375,724.9221551041469,0.06981770871985228
2.797979797979798,50.40543746948242,14779.477074379798,711.8959665528838,0.07080449930564119
2.823232323232323,50.22513961791992,14464.344143063696,699.2177523450864,0.07183046976349108
2.8484848484848486,50.06126403808594,14162.659456533012,686.8752278260175,0.0728826168277046
2.8737373737373737,49.86717224121094,13860.899619993474,674.8566457063849,0.07389298535989676
2.898989898989899,49.54439163208008,13532.30957493324,663.1507681000891,0.07471059978415401
2.9242424242424243,49.078651428222656,13174.577683287704,651.7468402449131,0.07530324413967225
2.9494949494949494,48.51203155517578,12800.442325806034,640.63456579138,0.0757249673146321
2.974747474747475,47.90401077270508,12426.31893454635,629.8040835537338,0.07606176591044284
3.0,47.33001327514648,12071.603035894615,619.2459456250068,0.07643168858760335
