f_L,q_cr,P_cr_N,N_p,q_cr_over_Np
0.1441048034934497,68.74980163574219,51530.71647046355,1819.8248197959385,0.037778252548204765
0.1420373027259684,68.90070343017578,51643.82337984843,1819.8248197959385,0.037861173603458045
0.14002828854314,69.10155487060547,51794.36953973851,1819.8248197959385,0.037971542161049324
0.1380753138075313,69.31690979003906,51955.78663520375,1819.8248197959385,0.038089880430255775
0.1361760660247593,69.54833984375,52129.25268451264,1819.8248197959385,0.03821705204105779
0.1343283582089552,69.82091522216797,52333.55879460886,1819.8248197959385,0.03836683314935619
0.1325301204819277,70.10174560546875,52544.05235988252,1819.8248197959385,0.03852115041124092
0.130779392338177,70.39722442626953,52765.52551290172,1819.8248197959385,0.03868351703993319
0.1290743155149935,70.7536392211914,53032.67260723528,1819.8248197959385,0.03887936819606911
0.1274131274131274,71.15410614013672,53332.83852429943,1819.8248197959385,0.03909942614592728
0.1257941550190597,71.50223541259766,53593.77528931443,1819.8248197959385,0.03929072437896269
0.124215809284818,71.6934814453125,53737.1218132818,1819.8248197959385,0.03939581473196506
0.1226765799256505,71.81446838378906,53827.80634581758,1819.8248197959385,0.03946229747094108
0.1211750305997552,72.00146484375,53967.96764563168,1819.8248197959385,0.039565052669093555
0.1197097944377267,72.29142761230469,54185.30629764045,1819.8248197959385,0.039724388208097365
0.1182795698924731,72.67536163330078,54473.08014874388,1819.8248197959385,0.03993536127364723
0.1168831168831168,73.1171875,54804.24624558332,1819.8248197959385,0.040178146107601065
0.1155192532088681,73.59963989257812,55165.86354281077,1819.8248197959385,0.04044325535731018
0.1141868512110726,74.11832427978516,55554.638164102565,1819.8248197959385,0.04072827421273231
0.112884834663626,74.70661926269531,55995.58870132679,1819.8248197959385,0.04105154433000444
0.1116121758737316,75.47164154052734,56569.00338987268,1819.8248197959385,0.04147192670390668
0.1103678929765886,76.58863067626953,57406.23126668147,1819.8248197959385,0.042085716077252755
0.1091510474090407,78.1209945678711,58554.79907849963,1819.8248197959385,0.04292775530813509
0.1079607415485278,79.375732421875,59495.275109863454,1819.8248197959385,0.043617238076121854
0.1067961165048543,79.85012817382812,59850.85363383085,1819.8248197959385,0.04387792017408682
0.1056563500533618,79.85377502441406,59853.58709369668,1819.8248197959385,0.04387992413103162
0.1045406546990496,79.73438262939453,59764.09773503527,1819.8248197959385,0.04381431759917163
0.1034482758620689,79.62236785888672,59680.13819999363,1819.8248197959385,0.04375276509736523
0.1023784901758014,79.53864288330078,59617.38299378555,1819.8248197959385,0.0437067579352059
0.1013306038894575,79.47407531738281,59568.987029675925,1819.8248197959385,0.04367127783557455
0.1003039513677811,79.40890502929688,59520.13930127886,1819.8248197959385,0.04363546653803809
0.0992978936810431,79.32328033447266,59455.96017978504,1819.8248197959385,0.043588415473620905
0.0983118172790466,79.20187377929688,59364.96112780863,1819.8248197959385,0.04352170215382488
0.0973451327433628,79.03968048095703,59243.39078620324,1819.8248197959385,0.04343257637832412
0.0963972736124634,78.84235382080078,59095.48658961442,1819.8248197959385,0.043324144699620905
0.0954676952748312,78.62458038330078,58932.25671846412,1819.8248197959385,0.0432044774464155
0.0945558739255014,78.39762115478516,58762.141730831725,1819.8248197959385,0.0430797625694412
0.0936613055818353,78.17626190185547,58596.224148097885,1819.8248197959385,0.04295812489831937
0.0927835051546391,77.97061920166016,58442.08674804936,1819.8248197959385,0.04284512352700146
0.0919220055710306,77.78657531738281,58304.13852139022,1819.8248197959385,0.04274399077934612
0.0910763569457221,77.63508605957031,58190.59128478847,1819.8248197959385,0.042660746910944826
0.0902461257976298,77.5328369140625,58113.95147491052,1819.8248197959385,0.04260456065367679
0.089430894308943,77.48816680908203,58080.46945082192,1819.8248197959385,0.04258001427729234
0.0886302596239928,77.48978424072266,58081.68178030216,1819.8248197959385,0.04258090306154401
0.087843833185448,77.51907348632812,58103.63523725794,1819.8248197959385,0.04259699760278054
0.0870712401055409,77.5172348022461,58102.25707025446,1819.8248197959385,0.042595987239551054
0.086312118570183,77.11676788330078,57802.09115319031,1819.8248197959385,0.04237592928969288
0.0855661192739844,75.81417083740234,56825.74274998912,1819.8248197959385,0.04166014773108962
0.0848329048843187,74.40145111083984,55766.85300849674,1819.8248197959385,0.04088385338055927
0.0841121495327102,73.48957824707031,55083.36795280186,1819.8248197959385,0.040382776104411454
0.0834035383319292,72.9965591430664,54713.830484205886,1819.8248197959385,0.0401118604104167
0.0827067669172932,72.69778442382812,54489.88692394395,1819.8248197959385,0.039947682674192735
0.0820215410107705,72.44298553466797,54298.90500105976,1819.8248197959385,0.039807669807905566
0.0813475760065735,72.3414535522461,54222.80273349852,1819.8248197959385,0.03975187763422081
0.0806845965770171,72.5050048828125,54345.39097438447,1819.8248197959385,0.03984174965310269
0.0800323362974939,72.97501373291016,54697.6813405635,1819.8248197959385,0.04010002113340394
0.0793905372894947,73.5935287475586,55161.282996048176,1819.8248197959385,0.04043989726209516
0.0787589498806682,74.12570190429688,55560.16798772232,1819.8248197959385,0.0407323282427859
0.0781373322809786,74.47091674804688,55818.92027225877,1819.8248197959385,0.04092202498721689
0.0775254502740798,74.63969421386719,55945.42570981437,1819.8248197959385,0.0410147687854025
0.0769230769230769,74.65956115722656,55960.31677569426,1819.8248197959385,0.041025685739135224
