b_h,q_cr,P_cr_N,N_p,q_cr_over_Np
17.595959595959595,77.5723648071289,58143.57920621761,3196.9496417112555,0.02426449381467459
17.767676767676768,77.65296936035156,58203.99553149448,3228.1483465959236,0.024054956905012272
17.939393939393938,77.72134399414062,58255.24504471089,3259.347051480592,0.023845679139579475
18.11111111111111,77.7742691040039,58294.91452397691,3290.54575636526,0.02363567470640902
18.282828282828284,77.8100357055664,58321.723017388926,3321.744461249927,0.023424449596669922
18.454545454545453,77.82720184326172,58334.58972177822,3352.9431661345943,0.02321160782840945
18.626262626262623,77.82488250732422,58332.85128705186,3384.1418710192625,0.02299693259723899
18.7979797979798,77.80168914794922,58315.4669397881,3415.3405759039315,0.022780067585897373
18.96969696969697,77.75704956054688,58282.007789840616,3446.5392807885983,0.022560906238316653
19.141414141414145,77.69094848632812,58232.4624001389,3477.737985673267,0.022339505968068975
19.31313131313131,77.603759765625,58167.11097891184,3508.9366905579345,0.022116033034863817
19.484848484848484,77.49639129638672,58086.634031858215,3540.1353954426017,0.02189079869548261
19.656565656565657,77.36970520019531,57991.67775346518,3571.33410032727,0.021664090512591726
19.828282828282827,77.22515869140625,57883.334383972,3602.5328052119376,0.021436351274770164
20.0,77.06348419189453,57762.15290276594,3633.7315100966057,0.02120780910140654
