K_trans,q_cr,P_cr_N,N_p,q_cr_over_Np
7.6,73.99552917480469,55462.59833870443,1819.8248197959385,0.040660797880041
7.7,73.6915283203125,55234.73758177287,1819.8248197959385,0.040493748364513305
7.8,73.03499603271484,54742.64046496735,1819.8248197959385,0.04013298161352939
7.9,72.14972686767578,54079.09594180824,1819.8248197959385,0.039646523161370066
8.0,71.33999633789062,53472.17063649734,1819.8248197959385,0.03920157344919065
8.1,70.63465118408203,52943.48633094394,1819.8248197959385,0.03881398386027204
8.2,69.81938934326172,52332.41508755204,1819.8248197959385,0.03836599467364707
8.3,68.93353271484375,51668.43023717605,1819.8248197959385,0.03787921340833973
8.4,68.0364761352539,50996.05057700296,1819.8248197959385,0.03738627773132746
8.5,67.12808227539062,50315.17317339764,1819.8248197959385,0.03688711217979644
8.6,66.1487045288086,49581.09051750875,1819.8248197959385,0.03634894073827722
8.7,64.88449096679688,48633.512065322015,1819.8248197959385,0.035654251036136834
8.8,63.79061126708984,47813.60563188885,1819.8248197959385,0.03505316037740536
8.9,62.93963623046875,47175.765924831925,1819.8248197959385,0.03458554666680847
9.0,62.20485305786133,46625.0166508847,1819.8248197959385,0.03418178078527169
9.1,61.84363555908203,46354.26973858978,1819.8248197959385,0.03398329052684132
9.2,62.19092178344727,46614.57460545588,1819.8248197959385,0.03417412550204744
9.3,62.754207611083984,47036.77978401871,1819.8248197959385,0.03448365300244711
9.4,62.52131271362305,46862.21577593526,1819.8248197959385,0.03435567645496434
9.5,64.51317596435547,48355.19667157855,1819.8248197959385,0.03545021216470137
9.6,67.59969329833984,50668.664431986326,1819.8248197959385,0.03714626405959227
9.7,68.70532989501953,51497.383128292335,1819.8248197959385,0.037753815173662504
9.8,68.3779067993164,51251.96646803849,1819.8248197959385,0.03757389505599983
9.9,67.5500259399414,50631.43676728662,1819.8248197959385,0.03711897167526046
10.0,65.50308990478516,49097.17662469483,1819.8248197959385,0.03599417328099206
